red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
1470,1413,1457,1470,1413,1457,17.77,11.39,16.16,17.77,11.39,16.16,3.71,3.08,3.83,3.71,3.08,3.83,11.91,6.3,10.86,11.91,6.3,10.86,2.15,2.01,1.48,2.15,2.01,1.48,2283,3225,2544,2283,3225,2544,0.4545,0.625,0.375,0.4545,0.625,0.375,56,34
1447,1331,1440,1447,1331,1440,15.08,3.08,14.32,15.08,3.08,14.32,4.31,2.49,5.36,4.31,2.49,5.36,8.54,0.39,7.01,8.54,0.39,7.01,2.23,0.2,1.94,2.23,0.2,1.94,2709,3690,2828,2709,3690,2828,0.375,0.25,0.125,0.375,0.25,0.125,28,81
1441,1575,1505,1441,1575,1505,14.44,32.09,22.14,14.44,32.09,22.14,3.74,5.99,3.63,3.74,5.99,3.63,8.29,22.72,15.6,8.29,22.72,15.6,2.4,3.37,2.91,2.4,3.37,2.91,2815,682,1558,2815,682,1558,0.375,0.8462,0.6364,0.375,0.8462,0.6364,70,35
1424,1441,1382,1424,1441,1382,12.55,14.44,8.16,12.55,14.44,8.16,3.37,3.74,1.85,3.37,3.74,1.85,8.49,8.29,4.87,8.49,8.29,4.87,0.69,2.4,1.44,0.69,2.4,1.44,3075,2815,3526,3075,2815,3526,0.25,0.375,0.25,0.25,0.375,0.25,5,14
1430,1527,1450,1430,1527,1450,13.21,25.16,15.44,13.21,25.16,15.44,4.0,2.49,3.71,4.0,2.49,3.71,6.82,21.51,10.69,6.82,21.51,10.69,2.38,1.15,1.04,2.38,1.15,1.04,2986,1217,2654,2986,1217,2654,0.5,0.5833,0.5,0.5,0.5833,0.5,65,98
1407,1424,1410,1407,1424,1410,10.79,12.55,11.07,10.79,12.55,11.07,3.03,3.37,3.14,3.03,3.37,3.14,5.68,8.49,7.26,5.68,8.49,7.26,2.09,0.69,0.66,2.09,0.69,0.66,3295,3075,3258,3295,3075,3258,0.375,0.25,0.5,0.375,0.25,0.5,44,97
1566,1586,1398,1566,1586,1398,30.66,33.62,9.82,30.66,33.62,9.82,3.47,9.31,2.08,3.47,9.31,2.08,23.16,21.42,5.59,23.16,21.42,5.59,4.03,2.89,2.15,4.03,2.89,2.15,772,607,3397,772,607,3397,0.6,0.6154,0.125,0.6,0.6154,0.125,59,70
1513,1451,1603,1513,1451,1603,23.19,15.52,36.24,23.19,15.52,36.24,4.11,3.71,10.17,4.11,3.71,10.17,15.04,9.2,22.29,15.04,9.2,22.29,4.05,2.61,3.79,4.05,2.61,3.79,1427,2643,502,1427,2643,502,0.5,0.5,0.7143,0.5,0.5,0.7143,119,35
1486,1545,1516,1486,1545,1516,19.64,27.62,23.54,19.64,27.62,23.54,3.09,3.71,3.66,3.09,3.71,3.66,13.6,23.65,19.19,13.6,23.65,19.19,2.96,0.27,0.69,2.96,0.27,0.69,1876,984,1378,1876,984,1378,0.625,0.6364,0.7,0.625,0.6364,0.7,113,60
1406,1406,1431,1406,1406,1431,10.61,10.65,13.35,10.61,10.65,13.35,2.83,3.22,3.22,2.83,3.22,3.22,8.04,5.25,8.51,8.04,5.25,8.51,-0.26,2.18,1.63,-0.26,2.18,1.63,3315,3313,2969,3315,3313,2969,0.375,0.2,0.25,0.375,0.2,0.25,43,62
1430,1473,1406,1430,1473,1406,13.22,18.07,10.69,13.22,18.07,10.69,1.91,4.55,3.21,1.91,4.55,3.21,8.26,12.37,6.89,8.26,12.37,6.89,3.04,1.15,0.59,3.04,1.15,0.59,2985,2118,3307,2985,2118,3307,0.25,0.5455,0.25,0.25,0.5455,0.25,32,49
1382,1469,1400,1382,1469,1400,8.16,17.55,10.07,8.16,17.55,10.07,1.85,3.54,2.28,1.85,3.54,2.28,4.87,12.36,6.06,4.87,12.36,6.06,1.44,1.65,1.73,1.44,1.65,1.73,3526,2321,3371,3526,2321,3371,0.25,0.625,0.25,0.25,0.625,0.25,40,65
1447,1575,1448,1447,1575,1448,15.08,32.09,15.16,15.08,32.09,15.16,4.31,5.99,3.11,4.31,5.99,3.11,8.54,22.72,9.13,8.54,22.72,9.13,2.23,3.37,2.92,2.23,3.37,2.92,2709,682,2688,2709,682,2688,0.375,0.8462,0.625,0.375,0.8462,0.625,82,73
1526,1586,1583,1526,1586,1583,24.94,33.7,33.2,24.94,33.7,33.2,4.53,6.15,6.35,4.53,6.15,6.35,19.03,22.13,24.29,19.03,22.13,24.29,1.38,5.41,2.56,1.38,5.41,2.56,1236,605,632,1236,605,632,0.5,0.6,0.5833,0.5,0.6,0.5833,115,46
1523,1417,1476,1523,1417,1476,24.61,11.84,18.4,24.61,11.84,18.4,5.52,3.12,3.74,5.52,3.12,3.74,16.46,6.51,13.28,16.46,6.51,13.28,2.63,2.21,1.38,2.63,2.21,1.38,1275,3163,2071,1275,3163,2071,0.6667,0.2,0.5,0.6667,0.2,0.5,33,56
1586,1450,1486,1586,1450,1486,33.7,15.44,19.64,33.7,15.44,19.64,6.15,3.71,3.09,6.15,3.71,3.09,22.13,10.69,13.6,22.13,10.69,13.6,5.41,1.04,2.96,5.41,1.04,2.96,605,2654,1876,605,2654,1876,0.6,0.5,0.625,0.6,0.5,0.625,46,14
1526,1473,1505,1526,1473,1505,24.94,18.07,22.14,24.94,18.07,22.14,4.53,4.55,3.63,4.53,4.55,3.63,19.03,12.37,15.6,19.03,12.37,15.6,1.38,1.15,2.91,1.38,1.15,2.91,1236,2118,1558,1236,2118,1558,0.5,0.5455,0.6364,0.5,0.5455,0.6364,60,101
1570,1609,1480,1570,1609,1480,31.25,37.1,18.97,31.25,37.1,18.97,6.48,11.52,5.32,6.48,11.52,5.32,22.77,22.89,11.88,22.77,22.89,11.88,2.0,2.69,1.77,2.0,2.69,1.77,741,466,1980,741,466,1980,0.6923,0.6923,0.4615,0.6923,0.6923,0.4615,95,91
1527,1523,1583,1527,1523,1583,25.16,24.61,33.2,25.16,24.61,33.2,2.49,5.52,6.35,2.49,5.52,6.35,21.51,16.46,24.29,21.51,16.46,24.29,1.15,2.63,2.56,1.15,2.63,2.56,1217,1275,632,1217,1275,632,0.5833,0.6667,0.5833,0.5833,0.6667,0.5833,71,103
1575,1475,1586,1575,1475,1586,32.09,18.38,33.62,32.09,18.38,33.62,5.99,3.8,9.31,5.99,3.8,9.31,22.72,8.11,21.42,22.72,8.11,21.42,3.37,6.47,2.89,3.37,6.47,2.89,682,2073,607,682,2073,607,0.8462,0.3077,0.6154,0.8462,0.3077,0.6154,90,115
1526,1473,1505,1526,1473,1505,24.94,18.07,22.14,24.94,18.07,22.14,4.53,4.55,3.63,4.53,4.55,3.63,19.03,12.37,15.6,19.03,12.37,15.6,1.38,1.15,2.91,1.38,1.15,2.91,1236,2118,1558,1236,2118,1558,0.5,0.5455,0.6364,0.5,0.5455,0.6364,58,90
1527,1523,1583,1527,1523,1583,25.16,24.61,33.2,25.16,24.61,33.2,2.49,5.52,6.35,2.49,5.52,6.35,21.51,16.46,24.29,21.51,16.46,24.29,1.15,2.63,2.56,1.15,2.63,2.56,1217,1275,632,1217,1275,632,0.5833,0.6667,0.5833,0.5833,0.6667,0.5833,81,70
1406,1516,1539,1406,1516,1539,10.65,23.54,26.74,10.65,23.54,26.74,3.22,3.66,4.99,3.22,3.66,4.99,5.25,19.19,16.13,5.25,19.19,16.13,2.18,0.69,5.62,2.18,0.69,5.62,3313,1378,1065,3313,1378,1065,0.2,0.7,0.5,0.2,0.7,0.5,77,120
1570,1609,1480,1570,1609,1480,31.25,37.1,18.97,31.25,37.1,18.97,6.48,11.52,5.32,6.48,11.52,5.32,22.77,22.89,11.88,22.77,22.89,11.88,2.0,2.69,1.77,2.0,2.69,1.77,741,466,1980,741,466,1980,0.6923,0.6923,0.4615,0.6923,0.6923,0.4615,106,64
1566,1417,1586,1566,1417,1586,30.66,11.84,33.7,30.66,11.84,33.7,3.47,3.12,6.15,3.47,3.12,6.15,23.16,6.51,22.13,23.16,6.51,22.13,4.03,2.21,5.41,4.03,2.21,5.41,772,3163,605,772,3163,605,0.6,0.2,0.6,0.6,0.2,0.6,78,80
1470,1545,1537,1470,1545,1537,17.77,27.62,26.59,17.77,27.62,26.59,3.71,3.71,4.59,3.71,3.71,4.59,11.91,23.65,15.35,11.91,23.65,15.35,2.15,0.27,6.64,2.15,0.27,6.64,2283,984,1081,2283,984,1081,0.4545,0.6364,0.6364,0.4545,0.6364,0.6364,96,65
1527,1523,1583,1527,1523,1583,25.16,24.61,33.2,25.16,24.61,33.2,2.49,5.52,6.35,2.49,5.52,6.35,21.51,16.46,24.29,21.51,16.46,24.29,1.15,2.63,2.56,1.15,2.63,2.56,1217,1275,632,1217,1275,632,0.5833,0.6667,0.5833,0.5833,0.6667,0.5833,98,118
1570,1609,1480,1570,1609,1480,31.25,37.1,18.97,31.25,37.1,18.97,6.48,11.52,5.32,6.48,11.52,5.32,22.77,22.89,11.88,22.77,22.89,11.88,2.0,2.69,1.77,2.0,2.69,1.77,741,466,1980,741,466,1980,0.6923,0.6923,0.4615,0.6923,0.6923,0.4615,97,82
1470,1545,1537,1470,1545,1537,17.77,27.62,26.59,17.77,27.62,26.59,3.71,3.71,4.59,3.71,3.71,4.59,11.91,23.65,15.35,11.91,23.65,15.35,2.15,0.27,6.64,2.15,0.27,6.64,2283,984,1081,2283,984,1081,0.4545,0.6364,0.6364,0.4545,0.6364,0.6364,70,80
1585,1778,1671,1585,1778,1671,34.18,63.75,47.61,34.18,63.75,47.61,10.39,13.23,11.47,10.39,13.23,11.47,20.67,47.13,29.56,20.67,47.13,29.56,3.12,3.4,6.57,3.12,3.4,6.57,623,55,211,623,55,211,0.4737,0.7143,0.5833,0.4737,0.7143,0.5833,174,204
1585,1778,1671,1585,1778,1671,34.18,63.75,47.61,34.18,63.75,47.61,10.39,13.23,11.47,10.39,13.23,11.47,20.67,47.13,29.56,20.67,47.13,29.56,3.12,3.4,6.57,3.12,3.4,6.57,623,55,211,623,55,211,0.4737,0.7143,0.5833,0.4737,0.7143,0.5833,159,200
1477,1597,1525,1477,1597,1525,18.78,35.97,25.13,18.78,35.97,25.13,4.03,8.16,5.3,4.03,8.16,5.3,13.83,20.57,19.41,13.83,20.57,19.41,0.91,7.25,0.42,0.91,7.25,0.42,2038,537,1241,2038,537,1241,0.56,0.3571,0.5294,0.56,0.3571,0.5294,13,149
1671,1577,1462,1671,1577,1462,47.61,32.94,16.98,47.61,32.94,16.98,11.47,7.11,4.12,11.47,7.11,4.12,29.56,22.99,12.08,29.56,22.99,12.08,6.57,2.84,0.78,6.57,2.84,0.78,211,675,2443,211,675,2443,0.5833,0.5714,0.25,0.5833,0.5714,0.25,66,191
1576,1547,1633,1576,1547,1633,32.73,28.39,41.52,32.73,28.39,41.52,4.92,2.92,13.02,4.92,2.92,13.02,17.97,22.44,23.19,17.97,22.44,23.19,9.84,3.03,5.31,9.84,3.03,5.31,689,956,353,689,956,353,0.5625,0.4839,0.6,0.5625,0.4839,0.6,111,98
1623,1677,1597,1623,1677,1597,39.89,48.5,35.97,39.89,48.5,35.97,13.48,7.23,8.16,13.48,7.23,8.16,24.81,34.93,20.57,24.81,34.93,20.57,1.6,6.34,7.25,1.6,6.34,7.25,401,197,537,401,197,537,0.6875,0.5806,0.3571,0.6875,0.5806,0.3571,104,160
1466,1509,1476,1466,1509,1476,17.44,22.97,18.65,17.44,22.97,18.65,5.67,2.82,4.49,5.67,2.82,4.49,10.57,17.86,14.35,10.57,17.86,14.35,1.2,2.29,-0.2,1.2,2.29,-0.2,2363,1490,2060,2363,1490,2060,0.4167,0.4375,0.4583,0.4167,0.4375,0.4583,57,65
1625,1513,1538,1625,1513,1538,40.16,23.51,27.04,40.16,23.51,27.04,9.26,4.42,2.63,9.26,4.42,2.63,26.08,18.96,22.97,26.08,18.96,22.97,4.82,0.14,1.45,4.82,0.14,1.45,388,1414,1071,388,1414,1071,0.4444,0.4167,0.4667,0.4444,0.4167,0.4667,80,183
1778,1572,1474,1778,1572,1474,63.75,32.09,18.43,63.75,32.09,18.43,13.23,5.98,3.38,13.23,5.98,3.38,47.13,24.24,14.24,47.13,24.24,14.24,3.4,1.87,0.81,3.4,1.87,0.81,55,721,2092,55,721,2092,0.7143,0.4583,0.4167,0.7143,0.4583,0.4167,136,128
1462,1477,1547,1462,1477,1547,16.98,18.78,28.39,16.98,18.78,28.39,4.12,4.03,2.92,4.12,4.03,2.92,12.08,13.83,22.44,12.08,13.83,22.44,0.78,0.91,3.03,0.78,0.91,3.03,2443,2038,956,2443,2038,956,0.25,0.56,0.4839,0.25,0.56,0.4839,58,77
1677,1577,1904,1677,1577,1904,48.5,32.94,82.58,48.5,32.94,82.58,7.23,7.11,19.68,7.23,7.11,19.68,34.93,22.99,51.93,34.93,22.99,51.93,6.34,2.84,10.97,6.34,2.84,10.97,197,675,9,197,675,9,0.5806,0.5714,0.8824,0.5806,0.5714,0.8824,150,105
1509,1597,1635,1509,1597,1635,22.97,35.97,41.82,22.97,35.97,41.82,2.82,8.16,5.85,2.82,8.16,5.85,17.86,20.57,33.56,17.86,20.57,33.56,2.29,7.25,2.41,2.29,7.25,2.41,1490,537,347,1490,537,347,0.4375,0.3571,0.5714,0.4375,0.3571,0.5714,102,73
1601,1594,1625,1601,1594,1625,36.5,35.48,40.16,36.5,35.48,40.16,8.76,8.25,9.26,8.76,8.25,9.26,22.45,19.39,26.08,22.45,19.39,26.08,5.29,7.83,4.82,5.29,7.83,4.82,520,557,388,520,557,388,0.4643,0.3571,0.4444,0.4643,0.3571,0.4444,119,147
1468,1677,1476,1468,1677,1476,17.67,48.5,18.65,17.67,48.5,18.65,3.55,7.23,4.49,3.55,7.23,4.49,11.74,34.93,14.35,11.74,34.93,14.35,2.38,6.34,-0.2,2.38,6.34,-0.2,2323,197,2060,2323,197,2060,0.25,0.5806,0.4583,0.25,0.5806,0.4583,92,112
1476,1477,1513,1476,1477,1513,18.65,18.78,23.51,18.65,18.78,23.51,4.49,4.03,4.42,4.49,4.03,4.42,14.35,13.83,18.96,14.35,13.83,18.96,-0.2,0.91,0.14,-0.2,0.91,0.14,2060,2038,1414,2060,2038,1414,0.4583,0.56,0.4167,0.4583,0.56,0.4167,42,92
1572,1585,1538,1572,1585,1538,32.09,34.18,27.04,32.09,34.18,27.04,5.98,10.39,2.63,5.98,10.39,2.63,24.24,20.67,22.97,24.24,20.67,22.97,1.87,3.12,1.45,1.87,3.12,1.45,721,623,1071,721,623,1071,0.4583,0.4737,0.4667,0.4583,0.4737,0.4667,94,65
1920,1468,1476,1920,1468,1476,85.12,17.67,18.61,85.12,17.67,18.61,20.08,3.55,5.81,20.08,3.55,5.81,55.4,11.74,11.17,55.4,11.74,11.17,9.64,2.38,1.63,9.64,2.38,1.63,6,2323,2065,6,2323,2065,0.8824,0.25,0.1667,0.8824,0.25,0.1667,146,83
1474,1472,1677,1474,1472,1677,18.43,18.14,48.5,18.43,18.14,48.5,3.38,4.32,7.23,3.38,4.32,7.23,14.24,12.69,34.93,14.24,12.69,34.93,0.81,1.13,6.34,0.81,1.13,6.34,2092,2129,197,2092,2129,197,0.4167,0.6667,0.5806,0.4167,0.6667,0.5806,77,111
1506,1625,1476,1506,1625,1476,22.51,40.16,18.65,22.51,40.16,18.65,3.15,9.26,4.49,3.15,9.26,4.49,18.7,26.08,14.35,18.7,26.08,14.35,0.66,4.82,-0.2,0.66,4.82,-0.2,1543,388,2060,1543,388,2060,0.3333,0.4444,0.4583,0.3333,0.4444,0.4583,81,91
1601,1525,1920,1601,1525,1920,36.5,25.13,85.12,36.5,25.13,85.12,8.76,5.3,20.08,8.76,5.3,20.08,22.45,19.41,55.4,22.45,19.41,55.4,5.29,0.42,9.64,5.29,0.42,9.64,520,1241,6,520,1241,6,0.4643,0.5294,0.8824,0.4643,0.5294,0.8824,178,117
1547,1904,1472,1547,1904,1472,28.39,82.58,18.14,28.39,82.58,18.14,2.92,19.68,4.32,2.92,19.68,4.32,22.44,51.93,12.69,22.44,51.93,12.69,3.03,10.97,1.13,3.03,10.97,1.13,956,9,2129,956,9,2129,0.4839,0.8824,0.6667,0.4839,0.8824,0.6667,138,97
1671,1778,1623,1671,1778,1623,47.61,63.75,39.89,47.61,63.75,39.89,11.47,13.23,13.48,11.47,13.23,13.48,29.56,47.13,24.81,29.56,47.13,24.81,6.57,3.4,1.6,6.57,3.4,1.6,211,55,401,211,55,401,0.5833,0.7143,0.6875,0.5833,0.7143,0.6875,125,64
1633,1574,1468,1633,1574,1468,41.52,32.4,17.67,41.52,32.4,17.67,13.02,10.65,3.55,13.02,10.65,3.55,23.19,19.12,11.74,23.19,19.12,11.74,5.31,2.62,2.38,5.31,2.62,2.38,353,705,2323,353,705,2323,0.6,0.4333,0.25,0.6,0.4333,0.25,85,95
1920,1552,1577,1920,1552,1577,85.12,29.14,32.94,85.12,29.14,32.94,20.08,4.02,7.11,20.08,4.02,7.11,55.4,22.56,22.99,55.4,22.56,22.99,9.64,2.56,2.84,9.64,2.56,2.84,6,911,675,6,911,675,0.8824,0.5,0.5714,0.8824,0.5,0.5714,179,171
1635,1594,1570,1635,1594,1570,41.82,35.48,31.89,41.82,35.48,31.89,5.85,8.25,5.88,5.85,8.25,5.88,33.56,19.39,23.42,33.56,19.39,23.42,2.41,7.83,2.59,2.41,7.83,2.59,347,557,737,347,557,737,0.5714,0.3571,0.5517,0.5714,0.3571,0.5517,88,54
1476,1671,1597,1476,1671,1597,18.65,47.61,35.97,18.65,47.61,35.97,4.49,11.47,8.16,4.49,11.47,8.16,14.35,29.56,20.57,14.35,29.56,20.57,-0.2,6.57,7.25,-0.2,6.57,7.25,2060,211,537,2060,211,537,0.4583,0.5833,0.3571,0.4583,0.5833,0.3571,148,86
1576,1572,1635,1576,1572,1635,32.73,32.09,41.82,32.73,32.09,41.82,4.92,5.98,5.85,4.92,5.98,5.85,17.97,24.24,33.56,17.97,24.24,33.56,9.84,1.87,2.41,9.84,1.87,2.41,689,721,347,689,721,347,0.5625,0.4583,0.5714,0.5625,0.4583,0.5714,125,58
1574,1585,1552,1574,1585,1552,32.4,34.18,29.14,32.4,34.18,29.14,10.65,10.39,4.02,10.65,10.39,4.02,19.12,20.67,22.56,19.12,20.67,22.56,2.62,3.12,2.56,2.62,3.12,2.56,705,623,911,705,623,911,0.4333,0.4737,0.5,0.4333,0.4737,0.5,59,110
1538,1468,1509,1538,1468,1509,27.04,17.67,22.97,27.04,17.67,22.97,2.63,3.55,2.82,2.63,3.55,2.82,22.97,11.74,17.86,22.97,11.74,17.86,1.45,2.38,2.29,1.45,2.38,2.29,1071,2323,1490,1071,2323,1490,0.4667,0.25,0.4375,0.4667,0.25,0.4375,80,134
1625,1472,1633,1625,1472,1633,40.16,18.14,41.52,40.16,18.14,41.52,9.26,4.32,13.02,9.26,4.32,13.02,26.08,12.69,23.19,26.08,12.69,23.19,4.82,1.13,5.31,4.82,1.13,5.31,388,2129,353,388,2129,353,0.4444,0.6667,0.6,0.4444,0.6667,0.6,101,88
1476,1574,1525,1476,1574,1525,18.61,32.4,25.13,18.61,32.4,25.13,5.81,10.65,5.3,5.81,10.65,5.3,11.17,19.12,19.41,11.17,19.12,19.41,1.63,2.62,0.42,1.63,2.62,0.42,2065,705,1241,2065,705,1241,0.1667,0.4333,0.5294,0.1667,0.4333,0.5294,98,106
1570,1476,1601,1570,1476,1601,31.89,18.65,36.5,31.89,18.65,36.5,5.88,4.49,8.76,5.88,4.49,8.76,23.42,14.35,22.45,23.42,14.35,22.45,2.59,-0.2,5.29,2.59,-0.2,5.29,737,2060,520,737,2060,520,0.5517,0.4583,0.4643,0.5517,0.4583,0.4643,63,198
1506,1509,1462,1506,1509,1462,22.51,22.97,16.98,22.51,22.97,16.98,3.15,2.82,4.12,3.15,2.82,4.12,18.7,17.86,12.08,18.7,17.86,12.08,0.66,2.29,0.78,0.66,2.29,0.78,1543,1490,2443,1543,1490,2443,0.3333,0.4375,0.25,0.3333,0.4375,0.25,51,121
1576,1628,1472,1576,1628,1472,32.73,40.64,18.14,32.73,40.64,18.14,4.92,8.85,4.32,4.92,8.85,4.32,17.97,31.06,12.69,17.97,31.06,12.69,9.84,0.72,1.13,9.84,0.72,1.13,689,376,2129,689,376,2129,0.5625,0.3333,0.6667,0.5625,0.3333,0.6667,121,87
1552,1538,1474,1552,1538,1474,29.14,27.04,18.43,29.14,27.04,18.43,4.02,2.63,3.38,4.02,2.63,3.38,22.56,22.97,14.24,22.56,22.97,14.24,2.56,1.45,0.81,2.56,1.45,0.81,911,1071,2092,911,1071,2092,0.5,0.4667,0.4167,0.5,0.4667,0.4167,76,101
1472,1671,1506,1472,1671,1506,18.14,47.61,22.51,18.14,47.61,22.51,4.32,11.47,3.15,4.32,11.47,3.15,12.69,29.56,18.7,12.69,29.56,18.7,1.13,6.57,0.66,1.13,6.57,0.66,2129,211,1543,2129,211,1543,0.6667,0.5833,0.3333,0.6667,0.5833,0.3333,75,85
1585,1677,1466,1585,1677,1466,34.18,48.5,17.44,34.18,48.5,17.44,10.39,7.23,5.67,10.39,7.23,5.67,20.67,34.93,10.57,20.67,34.93,10.57,3.12,6.34,1.2,3.12,6.34,1.2,623,197,2363,623,197,2363,0.4737,0.5806,0.4167,0.4737,0.5806,0.4167,109,105
1472,1570,1597,1472,1570,1597,18.14,31.89,35.97,18.14,31.89,35.97,4.32,5.88,8.16,4.32,5.88,8.16,12.69,23.42,20.57,12.69,23.42,20.57,1.13,2.59,7.25,1.13,2.59,7.25,2129,737,537,2129,737,537,0.6667,0.5517,0.3571,0.6667,0.5517,0.3571,122,60
1552,1635,1623,1552,1635,1623,29.14,41.82,39.89,29.14,41.82,39.89,4.02,5.85,13.48,4.02,5.85,13.48,22.56,33.56,24.81,22.56,33.56,24.81,2.56,2.41,1.6,2.56,2.41,1.6,911,347,401,911,347,401,0.5,0.5714,0.6875,0.5,0.5714,0.6875,86,135
1477,1506,1572,1477,1506,1572,18.78,22.51,32.09,18.78,22.51,32.09,4.03,3.15,5.98,4.03,3.15,5.98,13.83,18.7,24.24,13.83,18.7,24.24,0.91,0.66,1.87,0.91,0.66,1.87,2038,1543,721,2038,1543,721,0.56,0.3333,0.4583,0.56,0.3333,0.4583,92,66
1628,1574,1594,1628,1574,1594,40.64,32.4,35.48,40.64,32.4,35.48,8.85,10.65,8.25,8.85,10.65,8.25,31.06,19.12,19.39,31.06,19.12,19.39,0.72,2.62,7.83,0.72,2.62,7.83,376,705,557,376,705,557,0.3333,0.4333,0.3571,0.3333,0.4333,0.3571,110,137
1920,1576,1778,1920,1576,1778,85.12,32.73,63.75,85.12,32.73,63.75,20.08,4.92,13.23,20.08,4.92,13.23,55.4,17.97,47.13,55.4,17.97,47.13,9.64,9.84,3.4,9.64,9.84,3.4,6,689,55,6,689,55,0.8824,0.5625,0.7143,0.8824,0.5625,0.7143,185,90
1462,1513,1525,1462,1513,1525,16.98,23.51,25.13,16.98,23.51,25.13,4.12,4.42,5.3,4.12,4.42,5.3,12.08,18.96,19.41,12.08,18.96,19.41,0.78,0.14,0.42,0.78,0.14,0.42,2443,1414,1241,2443,1414,1241,0.25,0.4167,0.5294,0.25,0.4167,0.5294,66,83
1538,1628,1577,1538,1628,1577,27.04,40.64,32.94,27.04,40.64,32.94,2.63,8.85,7.11,2.63,8.85,7.11,22.97,31.06,22.99,22.97,31.06,22.99,1.45,0.72,2.84,1.45,0.72,2.84,1071,376,675,1071,376,675,0.4667,0.3333,0.5714,0.4667,0.3333,0.5714,120,118
1671,1476,1633,1671,1476,1633,47.61,18.61,41.52,47.61,18.61,41.52,11.47,5.81,13.02,11.47,5.81,13.02,29.56,11.17,23.19,29.56,11.17,23.19,6.57,1.63,5.31,6.57,1.63,5.31,211,2065,353,211,2065,353,0.5833,0.1667,0.6,0.5833,0.1667,0.6,90,66
1525,1585,1778,1525,1585,1778,25.13,34.18,63.75,25.13,34.18,63.75,5.3,10.39,13.23,5.3,10.39,13.23,19.41,20.67,47.13,19.41,20.67,47.13,0.42,3.12,3.4,0.42,3.12,3.4,1241,623,55,1241,623,55,0.5294,0.4737,0.7143,0.5294,0.4737,0.7143,101,135
1904,1476,1466,1904,1476,1466,82.58,18.61,17.44,82.58,18.61,17.44,19.68,5.81,5.67,19.68,5.81,5.67,51.93,11.17,10.57,51.93,11.17,10.57,10.97,1.63,1.2,10.97,1.63,1.2,9,2065,2363,9,2065,2363,0.8824,0.1667,0.4167,0.8824,0.1667,0.4167,104,170
1547,1920,1677,1547,1920,1677,28.39,85.12,48.5,28.39,85.12,48.5,2.92,20.08,7.23,2.92,20.08,7.23,22.44,55.4,34.93,22.44,55.4,34.93,3.03,9.64,6.34,3.03,9.64,6.34,956,6,197,956,6,197,0.4839,0.8824,0.5806,0.4839,0.8824,0.5806,129,76
1474,1635,1574,1474,1635,1574,18.43,41.82,32.4,18.43,41.82,32.4,3.38,5.85,10.65,3.38,5.85,10.65,14.24,33.56,19.12,14.24,33.56,19.12,0.81,2.41,2.62,0.81,2.41,2.62,2092,347,705,2092,347,705,0.4167,0.5714,0.4333,0.4167,0.5714,0.4333,112,57
1570,1633,1513,1570,1633,1513,31.89,41.52,23.51,31.89,41.52,23.51,5.88,13.02,4.42,5.88,13.02,4.42,23.42,23.19,18.96,23.42,23.19,18.96,2.59,5.31,0.14,2.59,5.31,0.14,737,353,1414,737,353,1414,0.5517,0.6,0.4167,0.5517,0.6,0.4167,119,83
1572,1623,1904,1572,1623,1904,32.09,39.89,82.58,32.09,39.89,82.58,5.98,13.48,19.68,5.98,13.48,19.68,24.24,24.81,51.93,24.24,24.81,51.93,1.87,1.6,10.97,1.87,1.6,10.97,721,401,9,721,401,9,0.4583,0.6875,0.8824,0.4583,0.6875,0.8824,183,72
1601,1635,1585,1601,1635,1585,36.5,41.82,34.18,36.5,41.82,34.18,8.76,5.85,10.39,8.76,5.85,10.39,22.45,33.56,20.67,22.45,33.56,20.67,5.29,2.41,3.12,5.29,2.41,3.12,520,347,623,520,347,623,0.4643,0.5714,0.4737,0.4643,0.5714,0.4737,105,129
1538,1506,1466,1538,1506,1466,27.04,22.51,17.44,27.04,22.51,17.44,2.63,3.15,5.67,2.63,3.15,5.67,22.97,18.7,10.57,22.97,18.7,10.57,1.45,0.66,1.2,1.45,0.66,1.2,1071,1543,2363,1071,1543,2363,0.4667,0.3333,0.4167,0.4667,0.3333,0.4167,57,113
1474,1462,1576,1474,1462,1576,18.43,16.98,32.73,18.43,16.98,32.73,3.38,4.12,4.92,3.38,4.12,4.92,14.24,12.08,17.97,14.24,12.08,17.97,0.81,0.78,9.84,0.81,0.78,9.84,2092,2443,689,2092,2443,689,0.4167,0.25,0.5625,0.4167,0.25,0.5625,53,140
1572,1468,1552,1572,1468,1552,32.09,17.67,29.14,32.09,17.67,29.14,5.98,3.55,4.02,5.98,3.55,4.02,24.24,11.74,22.56,24.24,11.74,22.56,1.87,2.38,2.56,1.87,2.38,2.56,721,2323,911,721,2323,911,0.4583,0.25,0.5,0.4583,0.25,0.5,74,137
