red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
1406,1471,1496,1406,1471,1496,10.77,17.83,20.91,10.77,17.83,20.91,4.12,2.96,3.27,4.12,2.96,3.27,5.69,13.26,16.64,5.69,13.26,16.64,0.96,1.6,1.0,0.96,1.6,1.0,3319,2276,1706,3319,2276,1706,0.4063,0.6429,0.4286,0.4063,0.6429,0.4286,55,68
1482,1339,1490,1482,1339,1490,19.15,4.03,20.19,19.15,4.03,20.19,3.95,1.47,4.42,3.95,1.47,4.42,13.44,0.33,14.67,13.44,0.33,14.67,1.76,2.23,1.1,1.76,2.23,1.1,1950,3678,1802,1950,3678,1802,0.6071,0.0714,0.2857,0.6071,0.0714,0.2857,49,62
1553,1518,1559,1553,1518,1559,29.3,24.2,29.65,29.3,24.2,29.65,5.57,4.31,4.34,5.57,4.31,4.34,21.76,17.79,23.51,21.76,17.79,23.51,1.96,2.1,1.79,1.96,2.1,1.79,899,1353,837,899,1353,837,0.4194,0.4828,0.6,0.4194,0.4828,0.6,76,123
1358,1541,1553,1358,1541,1553,5.76,27.07,28.84,5.76,27.07,28.84,2.92,3.36,4.71,2.92,3.36,4.71,1.78,22.51,20.48,1.78,22.51,20.48,1.06,1.19,3.64,1.06,1.19,3.64,3634,1032,893,3634,1032,893,0.3158,0.6316,0.5789,0.3158,0.6316,0.5789,92,101
1451,1444,1551,1451,1444,1551,15.52,14.73,28.55,15.52,14.73,28.55,5.16,4.89,6.1,5.16,4.89,6.1,7.95,8.17,20.74,7.95,8.17,20.74,2.41,1.68,1.7,2.41,1.68,1.7,2642,2763,914,2642,2763,914,0.4375,0.5625,0.5,0.4375,0.5625,0.5,91,86
1421,1724,1706,1421,1724,1706,12.29,55.36,52.75,12.29,55.36,52.75,3.99,11.88,11.6,3.99,11.88,11.6,6.17,35.51,35.31,6.17,35.51,35.31,2.13,7.96,5.85,2.13,7.96,5.85,3120,124,145,3120,124,145,0.5,0.7297,0.6471,0.5,0.7297,0.6471,130,198
1421,1724,1706,1421,1724,1706,12.29,55.36,52.75,12.29,55.36,52.75,3.99,11.88,11.6,3.99,11.88,11.6,6.17,35.51,35.31,6.17,35.51,35.31,2.13,7.96,5.85,2.13,7.96,5.85,3120,124,145,3120,124,145,0.5,0.7297,0.6471,0.5,0.7297,0.6471,136,196
1451,1648,1925,1451,1648,1925,15.69,43.76,85.45,15.69,43.76,85.45,3.51,6.3,19.76,3.51,6.3,19.76,8.0,35.09,54.65,8.0,35.09,54.65,4.17,2.37,11.04,4.17,2.37,11.04,2642,286,5,2642,286,5,0.4375,0.6667,0.8824,0.4375,0.6667,0.8824,122,66
1416,1477,1592,1416,1477,1592,11.81,18.71,35.03,11.81,18.71,35.03,0.9,3.76,6.21,0.9,3.76,6.21,8.28,13.28,20.54,8.28,13.28,20.54,2.63,1.67,8.29,2.63,1.67,8.29,3191,2047,570,3191,2047,570,0.3519,0.4,0.4063,0.3519,0.4,0.4063,43,53
1463,1925,1854,1463,1925,1854,16.99,85.45,74.83,16.99,85.45,74.83,4.4,19.76,17.24,4.4,19.76,17.24,9.76,54.65,48.39,9.76,54.65,48.39,2.83,11.04,9.2,2.83,11.04,9.2,2435,5,14,2435,5,14,0.4231,0.8824,0.8235,0.4231,0.8824,0.8235,184,156
1422,1474,1630,1422,1474,1630,12.42,18.35,40.81,12.42,18.35,40.81,1.41,4.29,10.27,1.41,4.29,10.27,9.3,11.71,25.66,9.3,11.71,25.66,1.71,2.35,4.87,1.71,2.35,4.87,3100,2103,363,3100,2103,363,0.1429,0.4138,0.6061,0.1429,0.4138,0.6061,72,77
1451,1724,1408,1451,1724,1408,15.69,55.36,10.96,15.69,55.36,10.96,3.51,11.88,4.31,3.51,11.88,4.31,8.0,35.51,5.33,8.0,35.51,5.33,4.17,7.96,1.31,4.17,7.96,1.31,2642,124,3290,2642,124,3290,0.4375,0.7297,0.4706,0.4375,0.7297,0.4706,93,71
1463,1385,1706,1463,1385,1706,16.99,8.59,52.75,16.99,8.59,52.75,4.4,3.43,11.6,4.4,3.43,11.6,9.76,3.55,35.31,9.76,3.55,35.31,2.83,1.62,5.85,2.83,1.62,5.85,2435,3500,145,2435,3500,145,0.4231,0.3333,0.6471,0.4231,0.3333,0.6471,98,41
1493,1567,1925,1493,1567,1925,20.79,31.19,85.45,20.79,31.19,85.45,2.84,5.16,19.76,2.84,5.16,19.76,14.35,19.57,54.65,14.35,19.57,54.65,3.59,6.46,11.04,3.59,6.46,11.04,1757,773,5,1757,773,5,0.2885,0.4643,0.8824,0.2885,0.4643,0.8824,170,187
1559,1416,1598,1559,1416,1598,30.03,11.81,35.91,30.03,11.81,35.91,6.32,0.9,5.38,6.32,0.9,5.38,20.22,8.28,24.68,20.22,8.28,24.68,3.48,2.63,5.85,3.48,2.63,5.85,847,3191,535,847,3191,535,0.4,0.3519,0.4138,0.4,0.3519,0.4138,96,89
1541,1463,1463,1541,1463,1463,27.43,17.08,16.99,27.43,17.08,16.99,5.53,4.21,4.4,5.53,4.21,4.4,12.77,9.94,9.76,12.77,9.94,9.76,9.13,2.93,2.83,9.13,2.93,2.83,1024,2421,2435,1024,2421,2435,0.6176,0.5167,0.4231,0.6176,0.5167,0.4231,65,61
1630,1477,1925,1630,1477,1925,40.81,18.71,85.45,40.81,18.71,85.45,10.27,3.76,19.76,10.27,3.76,19.76,25.66,13.28,54.65,25.66,13.28,54.65,4.87,1.67,11.04,4.87,1.67,11.04,363,2047,5,363,2047,5,0.6061,0.4,0.8824,0.6061,0.4,0.8824,175,62
1493,1559,1724,1493,1559,1724,20.79,30.03,55.36,20.79,30.03,55.36,2.84,6.32,11.88,2.84,6.32,11.88,14.35,20.22,35.51,14.35,20.22,35.51,3.59,3.48,7.96,3.59,3.48,7.96,1757,847,124,1757,847,124,0.2885,0.4,0.7297,0.2885,0.4,0.7297,152,119
1463,1706,1421,1463,1706,1421,17.08,52.75,12.29,17.08,52.75,12.29,4.21,11.6,3.99,4.21,11.6,3.99,9.94,35.31,6.17,9.94,35.31,6.17,2.93,5.85,2.13,2.93,5.85,2.13,2421,145,3120,2421,145,3120,0.5167,0.6471,0.5,0.5167,0.6471,0.5,76,19
1706,1541,1422,1706,1541,1422,52.75,27.43,12.42,52.75,27.43,12.42,11.6,5.53,1.41,11.6,5.53,1.41,35.31,12.77,9.3,35.31,12.77,9.3,5.85,9.13,1.71,5.85,9.13,1.71,145,1024,3100,145,1024,3100,0.6471,0.6176,0.1429,0.6471,0.6176,0.1429,108,88
1385,1592,1648,1385,1592,1648,8.59,35.03,43.76,8.59,35.03,43.76,3.43,6.21,6.3,3.43,6.21,6.3,3.55,20.54,35.09,3.55,20.54,35.09,1.62,8.29,2.37,1.62,8.29,2.37,3500,570,286,3500,570,286,0.3333,0.4063,0.6667,0.3333,0.4063,0.6667,100,66
1504,1925,1559,1504,1925,1559,22.23,85.45,30.03,22.23,85.45,30.03,3.77,19.76,6.32,3.77,19.76,6.32,17.6,54.65,20.22,17.6,54.65,20.22,0.85,11.04,3.48,0.85,11.04,3.48,1575,5,847,1575,5,847,0.4,0.8824,0.4,0.4,0.8824,0.4,160,62
1474,1416,1470,1474,1416,1470,18.35,11.81,17.84,18.35,11.81,17.84,4.29,0.9,3.88,4.29,0.9,3.88,11.71,8.28,11.77,11.71,8.28,11.77,2.35,2.63,2.19,2.35,2.63,2.19,2103,3191,2294,2103,3191,2294,0.4138,0.3519,0.5,0.4138,0.3519,0.5,75,160
1477,1567,1463,1477,1567,1463,18.71,31.19,17.08,18.71,31.19,17.08,3.76,5.16,4.21,3.76,5.16,4.21,13.28,19.57,9.94,13.28,19.57,9.94,1.67,6.46,2.93,1.67,6.46,2.93,2047,773,2421,2047,773,2421,0.4,0.4643,0.5167,0.4,0.4643,0.5167,66,70
1854,1422,1451,1854,1422,1451,74.83,12.42,15.69,74.83,12.42,15.69,17.24,1.41,3.51,17.24,1.41,3.51,48.39,9.3,8.0,48.39,9.3,8.0,9.2,1.71,4.17,9.2,1.71,4.17,14,3100,2642,14,3100,2642,0.8235,0.1429,0.4375,0.8235,0.1429,0.4375,91,103
1504,1493,1706,1504,1493,1706,22.23,20.79,52.75,22.23,20.79,52.75,3.77,2.84,11.6,3.77,2.84,11.6,17.6,14.35,35.31,17.6,14.35,35.31,0.85,3.59,5.85,0.85,3.59,5.85,1575,1757,145,1575,1757,145,0.4,0.2885,0.6471,0.4,0.2885,0.6471,118,64
1470,1408,1477,1470,1408,1477,17.84,10.96,18.71,17.84,10.96,18.71,3.88,4.31,3.76,3.88,4.31,3.76,11.77,5.33,13.28,11.77,5.33,13.28,2.19,1.31,1.67,2.19,1.31,1.67,2294,3290,2047,2294,3290,2047,0.5,0.4706,0.4,0.5,0.4706,0.4,44,200
1648,1854,1592,1648,1854,1592,43.76,74.83,35.03,43.76,74.83,35.03,6.3,17.24,6.21,6.3,17.24,6.21,35.09,48.39,20.54,35.09,48.39,20.54,2.37,9.2,8.29,2.37,9.2,8.29,286,14,570,286,14,570,0.6667,0.8235,0.4063,0.6667,0.8235,0.4063,184,86
1621,1421,1463,1621,1421,1463,39.33,12.29,16.99,39.33,12.29,16.99,6.63,3.99,4.4,6.63,3.99,4.4,23.7,6.17,9.76,23.7,6.17,9.76,8.99,2.13,2.83,8.99,2.13,2.83,410,3120,2435,410,3120,2435,0.5938,0.5,0.4231,0.5938,0.5,0.4231,74,59
1592,1385,1504,1592,1385,1504,35.03,8.59,22.23,35.03,8.59,22.23,6.21,3.43,3.77,6.21,3.43,3.77,20.54,3.55,17.6,20.54,3.55,17.6,8.29,1.62,0.85,8.29,1.62,0.85,570,3500,1575,570,3500,1575,0.4063,0.3333,0.4,0.4063,0.3333,0.4,74,99
1408,1385,1541,1408,1385,1541,10.96,8.59,27.43,10.96,8.59,27.43,4.31,3.43,5.53,4.31,3.43,5.53,5.33,3.55,12.77,5.33,3.55,12.77,1.31,1.62,9.13,1.31,1.62,9.13,3290,3500,1024,3290,3500,1024,0.4706,0.3333,0.6176,0.4706,0.3333,0.6176,35,56
1925,1706,1470,1925,1706,1470,85.45,52.75,17.84,85.45,52.75,17.84,19.76,11.6,3.88,19.76,11.6,3.88,54.65,35.31,11.77,54.65,35.31,11.77,11.04,5.85,2.19,11.04,5.85,2.19,5,145,2294,5,145,2294,0.8824,0.6471,0.5,0.8824,0.6471,0.5,152,88
1724,1598,1854,1724,1598,1854,55.36,35.91,74.83,55.36,35.91,74.83,11.88,5.38,17.24,11.88,5.38,17.24,35.51,24.68,48.39,35.51,24.68,48.39,7.96,5.85,9.2,7.96,5.85,9.2,124,535,14,124,535,14,0.7297,0.4138,0.8235,0.7297,0.4138,0.8235,166,86
1567,1504,1474,1567,1504,1474,31.19,22.23,18.35,31.19,22.23,18.35,5.16,3.77,4.29,5.16,3.77,4.29,19.57,17.6,11.71,19.57,17.6,11.71,6.46,0.85,2.35,6.46,0.85,2.35,773,1575,2103,773,1575,2103,0.4643,0.4,0.4138,0.4643,0.4,0.4138,62,95
1470,1422,1421,1470,1422,1421,17.84,12.42,12.29,17.84,12.42,12.29,3.88,1.41,3.99,3.88,1.41,3.99,11.77,9.3,6.17,11.77,9.3,6.17,2.19,1.71,2.13,2.19,1.71,2.13,2294,3100,3120,2294,3100,3120,0.5,0.1429,0.5,0.5,0.1429,0.5,24,76
1493,1598,1541,1493,1598,1541,20.79,35.91,27.43,20.79,35.91,27.43,2.84,5.38,5.53,2.84,5.38,5.53,14.35,24.68,12.77,14.35,24.68,12.77,3.59,5.85,9.13,3.59,5.85,9.13,1757,535,1024,1757,535,1024,0.2885,0.4138,0.6176,0.2885,0.4138,0.6176,106,114
1385,1854,1621,1385,1854,1621,8.59,74.83,39.33,8.59,74.83,39.33,3.43,17.24,6.63,3.43,17.24,6.63,3.55,48.39,23.7,3.55,48.39,23.7,1.62,9.2,8.99,1.62,9.2,8.99,3500,14,410,3500,14,410,0.3333,0.8235,0.5938,0.3333,0.8235,0.5938,142,132
1630,1648,1463,1630,1648,1463,40.81,43.76,17.08,40.81,43.76,17.08,10.27,6.3,4.21,10.27,6.3,4.21,25.66,35.09,9.94,25.66,35.09,9.94,4.87,2.37,2.93,4.87,2.37,2.93,363,286,2421,363,286,2421,0.6061,0.6667,0.5167,0.6061,0.6667,0.5167,99,65
1598,1559,1451,1598,1559,1451,35.91,30.03,15.69,35.91,30.03,15.69,5.38,6.32,3.51,5.38,6.32,3.51,24.68,20.22,8.0,24.68,20.22,8.0,5.85,3.48,4.17,5.85,3.48,4.17,535,847,2642,535,847,2642,0.4138,0.4,0.4375,0.4138,0.4,0.4375,98,103
1724,1621,1477,1724,1621,1477,55.36,39.33,18.71,55.36,39.33,18.71,11.88,6.63,3.76,11.88,6.63,3.76,35.51,23.7,13.28,35.51,23.7,13.28,7.96,8.99,1.67,7.96,8.99,1.67,124,410,2047,124,410,2047,0.7297,0.5938,0.4,0.7297,0.5938,0.4,121,112
1559,1541,1474,1559,1541,1474,30.03,27.43,18.35,30.03,27.43,18.35,6.32,5.53,4.29,6.32,5.53,4.29,20.22,12.77,11.71,20.22,12.77,11.71,3.48,9.13,2.35,3.48,9.13,2.35,847,1024,2103,847,1024,2103,0.4,0.6176,0.4138,0.4,0.6176,0.4138,71,133
1706,1416,1630,1706,1416,1630,52.75,11.81,40.81,52.75,11.81,40.81,11.6,0.9,10.27,11.6,0.9,10.27,35.31,8.28,25.66,35.31,8.28,25.66,5.85,2.63,4.87,5.85,2.63,4.87,145,3191,363,145,3191,363,0.6471,0.3519,0.6061,0.6471,0.3519,0.6061,127,103
1567,1451,1421,1567,1451,1421,31.19,15.69,12.29,31.19,15.69,12.29,5.16,3.51,3.99,5.16,3.51,3.99,19.57,8.0,6.17,19.57,8.0,6.17,6.46,4.17,2.13,6.46,4.17,2.13,773,2642,3120,773,2642,3120,0.4643,0.4375,0.5,0.4643,0.4375,0.5,80,46
1408,1559,1422,1408,1559,1422,10.96,30.03,12.42,10.96,30.03,12.42,4.31,6.32,1.41,4.31,6.32,1.41,5.33,20.22,9.3,5.33,20.22,9.3,1.31,3.48,1.71,1.31,3.48,1.71,3290,847,3100,3290,847,3100,0.4706,0.4,0.1429,0.4706,0.4,0.1429,62,144
1630,1493,1621,1630,1493,1621,40.81,20.79,39.33,40.81,20.79,39.33,10.27,2.84,6.63,10.27,2.84,6.63,25.66,14.35,23.7,25.66,14.35,23.7,4.87,3.59,8.99,4.87,3.59,8.99,363,1757,410,363,1757,410,0.6061,0.2885,0.5938,0.6061,0.2885,0.5938,146,138
1451,1474,1463,1451,1474,1463,15.69,18.35,16.99,15.69,18.35,16.99,3.51,4.29,4.4,3.51,4.29,4.4,8.0,11.71,9.76,8.0,11.71,9.76,4.17,2.35,2.83,4.17,2.35,2.83,2642,2103,2435,2642,2103,2435,0.4375,0.4138,0.4231,0.4375,0.4138,0.4231,46,134
1592,1567,1724,1592,1567,1724,35.03,31.19,55.36,35.03,31.19,55.36,6.21,5.16,11.88,6.21,5.16,11.88,20.54,19.57,35.51,20.54,19.57,35.51,8.29,6.46,7.96,8.29,6.46,7.96,570,773,124,570,773,124,0.4063,0.4643,0.7297,0.4063,0.4643,0.7297,156,126
1477,1470,1385,1477,1470,1385,18.71,17.84,8.59,18.71,17.84,8.59,3.76,3.88,3.43,3.76,3.88,3.43,13.28,11.77,3.55,13.28,11.77,3.55,1.67,2.19,1.62,1.67,2.19,1.62,2047,2294,3500,2047,2294,3500,0.4,0.5,0.3333,0.4,0.5,0.3333,52,98
1504,1621,1408,1504,1621,1408,22.23,39.33,10.96,22.23,39.33,10.96,3.77,6.63,4.31,3.77,6.63,4.31,17.6,23.7,5.33,17.6,23.7,5.33,0.85,8.99,1.31,0.85,8.99,1.31,1575,410,3290,1575,410,3290,0.4,0.5938,0.4706,0.4,0.5938,0.4706,83,174
1592,1493,1451,1592,1493,1451,35.03,20.79,15.69,35.03,20.79,15.69,6.21,2.84,3.51,6.21,2.84,3.51,20.54,14.35,8.0,20.54,14.35,8.0,8.29,3.59,4.17,8.29,3.59,4.17,570,1757,2642,570,1757,2642,0.4063,0.2885,0.4375,0.4063,0.2885,0.4375,104,169
1567,1416,1463,1567,1416,1463,31.19,11.81,17.08,31.19,11.81,17.08,5.16,0.9,4.21,5.16,0.9,4.21,19.57,8.28,9.94,19.57,8.28,9.94,6.46,2.63,2.93,6.46,2.63,2.93,773,3191,2421,773,3191,2421,0.4643,0.3519,0.5167,0.4643,0.3519,0.5167,74,138
1724,1421,1648,1724,1421,1648,55.36,12.29,43.76,55.36,12.29,43.76,11.88,3.99,6.3,11.88,3.99,6.3,35.51,6.17,35.09,35.51,6.17,35.09,7.96,2.13,2.37,7.96,2.13,2.37,124,3120,286,124,3120,286,0.7297,0.5,0.6667,0.7297,0.5,0.6667,85,65
1648,1422,1541,1648,1422,1541,43.76,12.42,27.43,43.76,12.42,27.43,6.3,1.41,5.53,6.3,1.41,5.53,35.09,9.3,12.77,35.09,9.3,12.77,2.37,1.71,9.13,2.37,1.71,9.13,286,3100,1024,286,3100,1024,0.6667,0.1429,0.6176,0.6667,0.1429,0.6176,73,85
1598,1504,1422,1598,1504,1422,35.91,22.23,12.42,35.91,22.23,12.42,5.38,3.77,1.41,5.38,3.77,1.41,24.68,17.6,9.3,24.68,17.6,9.3,5.85,0.85,1.71,5.85,0.85,1.71,535,1575,3100,535,1575,3100,0.4138,0.4,0.1429,0.4138,0.4,0.1429,79,16
1470,1463,1592,1470,1463,1592,17.84,16.99,35.03,17.84,16.99,35.03,3.88,4.4,6.21,3.88,4.4,6.21,11.77,9.76,20.54,11.77,9.76,20.54,2.19,2.83,8.29,2.19,2.83,8.29,2294,2435,570,2294,2435,570,0.5,0.4231,0.4063,0.5,0.4231,0.4063,105,180
1925,1621,1474,1925,1621,1474,85.45,39.33,18.35,85.45,39.33,18.35,19.76,6.63,4.29,19.76,6.63,4.29,54.65,23.7,11.71,54.65,23.7,11.71,11.04,8.99,2.35,11.04,8.99,2.35,5,410,2103,5,410,2103,0.8824,0.5938,0.4138,0.8824,0.5938,0.4138,160,127
1421,1598,1408,1421,1598,1408,12.29,35.91,10.96,12.29,35.91,10.96,3.99,5.38,4.31,3.99,5.38,4.31,6.17,24.68,5.33,6.17,24.68,5.33,2.13,5.85,1.31,2.13,5.85,1.31,3120,535,3290,3120,535,3290,0.5,0.4138,0.4706,0.5,0.4138,0.4706,68,110
1474,1541,1592,1474,1541,1592,18.35,27.43,35.03,18.35,27.43,35.03,4.29,5.53,6.21,4.29,5.53,6.21,11.71,12.77,20.54,11.71,12.77,20.54,2.35,9.13,8.29,2.35,9.13,8.29,2103,1024,570,2103,1024,570,0.4138,0.6176,0.4063,0.4138,0.6176,0.4063,115,95
1421,1724,1706,1421,1724,1706,12.29,55.36,52.75,12.29,55.36,52.75,3.99,11.88,11.6,3.99,11.88,11.6,6.17,35.51,35.31,6.17,35.51,35.31,2.13,7.96,5.85,2.13,7.96,5.85,3120,124,145,3120,124,145,0.5,0.7297,0.6471,0.5,0.7297,0.6471,91,206
1648,1451,1621,1648,1451,1621,43.76,15.69,39.33,43.76,15.69,39.33,6.3,3.51,6.63,6.3,3.51,6.63,35.09,8.0,23.7,35.09,8.0,23.7,2.37,4.17,8.99,2.37,4.17,8.99,286,2642,410,286,2642,410,0.6667,0.4375,0.5938,0.6667,0.4375,0.5938,107,113
1474,1541,1592,1474,1541,1592,18.35,27.43,35.03,18.35,27.43,35.03,4.29,5.53,6.21,4.29,5.53,6.21,11.71,12.77,20.54,11.71,12.77,20.54,2.35,9.13,8.29,2.35,9.13,8.29,2103,1024,570,2103,1024,570,0.4138,0.6176,0.4063,0.4138,0.6176,0.4063,103,155
1463,1493,1463,1463,1493,1463,17.08,20.79,16.99,17.08,20.79,16.99,4.21,2.84,4.4,4.21,2.84,4.4,9.94,14.35,9.76,9.94,14.35,9.76,2.93,3.59,2.83,2.93,3.59,2.83,2421,1757,2435,2421,1757,2435,0.5167,0.2885,0.4231,0.5167,0.2885,0.4231,71,191
1474,1541,1592,1474,1541,1592,18.35,27.43,35.03,18.35,27.43,35.03,4.29,5.53,6.21,4.29,5.53,6.21,11.71,12.77,20.54,11.71,12.77,20.54,2.35,9.13,8.29,2.35,9.13,8.29,2103,1024,570,2103,1024,570,0.4138,0.6176,0.4063,0.4138,0.6176,0.4063,104,108
1422,1477,1567,1422,1477,1567,12.42,18.71,31.19,12.42,18.71,31.19,1.41,3.76,5.16,1.41,3.76,5.16,9.3,13.28,19.57,9.3,13.28,19.57,1.71,1.67,6.46,1.71,1.67,6.46,3100,2047,773,3100,2047,773,0.1429,0.4,0.4643,0.1429,0.4,0.4643,63,118
1470,1559,1504,1470,1559,1504,17.84,30.03,22.23,17.84,30.03,22.23,3.88,6.32,3.77,3.88,6.32,3.77,11.77,20.22,17.6,11.77,20.22,17.6,2.19,3.48,0.85,2.19,3.48,0.85,2294,847,1575,2294,847,1575,0.5,0.4,0.4,0.5,0.4,0.4,61,108
1474,1541,1592,1474,1541,1592,18.35,27.43,35.03,18.35,27.43,35.03,4.29,5.53,6.21,4.29,5.53,6.21,11.71,12.77,20.54,11.71,12.77,20.54,2.35,9.13,8.29,2.35,9.13,8.29,2103,1024,570,2103,1024,570,0.4138,0.6176,0.4063,0.4138,0.6176,0.4063,114,77
1470,1559,1504,1470,1559,1504,17.84,30.03,22.23,17.84,30.03,22.23,3.88,6.32,3.77,3.88,6.32,3.77,11.77,20.22,17.6,11.77,20.22,17.6,2.19,3.48,0.85,2.19,3.48,0.85,2294,847,1575,2294,847,1575,0.5,0.4,0.4,0.5,0.4,0.4,84,81
1648,1451,1621,1648,1451,1621,43.76,15.69,39.33,43.76,15.69,39.33,6.3,3.51,6.63,6.3,3.51,6.63,35.09,8.0,23.7,35.09,8.0,23.7,2.37,4.17,8.99,2.37,4.17,8.99,286,2642,410,286,2642,410,0.6667,0.4375,0.5938,0.6667,0.4375,0.5938,120,184
1630,1598,1416,1630,1598,1416,40.81,35.91,11.81,40.81,35.91,11.81,10.27,5.38,0.9,10.27,5.38,0.9,25.66,24.68,8.28,25.66,24.68,8.28,4.87,5.85,2.63,4.87,5.85,2.63,363,535,3191,363,535,3191,0.6061,0.4138,0.3519,0.6061,0.4138,0.3519,70,132
1470,1559,1504,1470,1559,1504,17.84,30.03,22.23,17.84,30.03,22.23,3.88,6.32,3.77,3.88,6.32,3.77,11.77,20.22,17.6,11.77,20.22,17.6,2.19,3.48,0.85,2.19,3.48,0.85,2294,847,1575,2294,847,1575,0.5,0.4,0.4,0.5,0.4,0.4,78,128
1445,1673,1666,1445,1673,1666,14.84,47.04,45.9,14.84,47.04,45.9,3.97,10.61,10.67,3.97,10.61,10.67,9.44,31.21,27.25,9.44,31.21,27.25,1.43,5.21,7.98,1.43,5.21,7.98,2742,199,222,2742,199,222,0.5526,0.7,0.75,0.5526,0.7,0.75,122,150
1445,1673,1666,1445,1673,1666,14.84,47.04,45.9,14.84,47.04,45.9,3.97,10.61,10.67,3.97,10.61,10.67,9.44,31.21,27.25,9.44,31.21,27.25,1.43,5.21,7.98,1.43,5.21,7.98,2742,199,222,2742,199,222,0.5526,0.7,0.75,0.5526,0.7,0.75,163,118
1427,1673,1666,1427,1673,1666,12.85,47.04,45.9,12.85,47.04,45.9,2.94,10.61,10.67,2.94,10.61,10.67,9.12,31.21,27.25,9.12,31.21,27.25,0.79,5.21,7.98,0.79,5.21,7.98,3027,199,222,3027,199,222,0.54,0.7,0.75,0.54,0.7,0.75,133,99
1518,1353,1477,1518,1353,1477,23.91,5.31,18.58,23.91,5.31,18.58,6.06,2.14,4.23,6.06,2.14,4.23,15.83,1.37,12.56,15.83,1.37,12.56,2.02,1.8,1.79,2.02,1.8,1.79,1345,3646,2042,1345,3646,2042,0.2143,0.3333,0.4074,0.2143,0.3333,0.4074,22,61
1526,1398,1375,1526,1398,1375,24.95,9.79,7.51,24.95,9.79,7.51,2.55,2.81,2.84,2.55,2.81,2.84,20.05,4.87,2.85,20.05,4.87,2.85,2.34,2.11,1.82,2.34,2.11,1.82,1233,3400,3557,1233,3400,3557,0.3667,0.3571,0.3333,0.3667,0.3571,0.3333,20,114
1678,1578,1427,1678,1578,1427,48.72,32.55,12.85,48.72,32.55,12.85,12.93,5.09,2.94,12.93,5.09,2.94,29.3,25.33,9.12,29.3,25.33,9.12,6.49,2.13,0.79,6.49,2.13,0.79,193,660,3027,193,660,3027,0.7576,0.5625,0.54,0.7576,0.5625,0.54,103,24
1437,1666,1518,1437,1666,1518,14.01,45.9,23.91,14.01,45.9,23.91,4.06,10.67,6.06,4.06,10.67,6.06,7.34,27.25,15.83,7.34,27.25,15.83,2.6,7.98,2.02,2.6,7.98,2.02,2872,222,1345,2872,222,1345,0.1667,0.75,0.2143,0.1667,0.75,0.2143,83,68
1479,1421,1784,1479,1421,1784,18.81,12.26,63.24,18.81,12.26,63.24,4.92,2.93,14.22,4.92,2.93,14.22,10.06,6.81,41.26,10.06,6.81,41.26,3.83,2.52,7.77,3.83,2.52,7.77,2008,3107,52,2008,3107,52,0.5333,0.4643,0.8857,0.5333,0.4643,0.8857,80,51
1619,1585,1375,1619,1585,1375,38.51,33.56,7.51,38.51,33.56,7.51,10.14,8.86,2.84,10.14,8.86,2.84,21.56,22.12,2.85,21.56,22.12,2.85,6.81,2.58,1.82,6.81,2.58,1.82,412,610,3557,412,610,3557,0.6216,0.5625,0.3333,0.6216,0.5625,0.3333,125,7
1445,1526,1377,1445,1526,1377,14.84,24.95,7.72,14.84,24.95,7.72,3.97,2.55,2.61,3.97,2.55,2.61,9.44,20.05,4.92,9.44,20.05,4.92,1.43,2.34,0.2,1.43,2.34,0.2,2742,1233,3545,2742,1233,3545,0.5526,0.3667,0.375,0.5526,0.3667,0.375,37,37
1489,1634,1398,1489,1634,1398,20.09,40.82,9.79,20.09,40.82,9.79,4.61,6.95,2.81,4.61,6.95,2.81,13.6,24.55,4.87,13.6,24.55,4.87,1.88,9.31,2.11,1.88,9.31,2.11,1817,348,3400,1817,348,3400,0.4516,0.7333,0.3571,0.4516,0.7333,0.3571,94,89
1341,1375,1479,1341,1375,1479,4.04,7.51,18.81,4.04,7.51,18.81,1.53,2.84,4.92,1.53,2.84,4.92,0.87,2.85,10.06,0.87,2.85,10.06,1.64,1.82,3.83,1.64,1.82,3.83,3675,3557,2008,3675,3557,2008,0.3333,0.3333,0.5333,0.3333,0.3333,0.5333,17,36
1529,1445,1619,1529,1445,1619,25.46,14.84,38.51,25.46,14.84,38.51,6.99,3.97,10.14,6.99,3.97,10.14,13.92,9.44,21.56,13.92,9.44,21.56,4.55,1.43,6.81,4.55,1.43,6.81,1192,2742,412,1192,2742,412,0.4286,0.5526,0.6216,0.4286,0.5526,0.6216,88,87
1406,1477,1518,1406,1477,1518,10.61,18.58,23.91,10.61,18.58,23.91,3.79,4.23,6.06,3.79,4.23,6.06,6.27,12.56,15.83,6.27,12.56,15.83,0.55,1.79,2.02,0.55,1.79,2.02,3316,2042,1345,3316,2042,1345,0.4167,0.4074,0.2143,0.4167,0.4074,0.2143,38,74
